index,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class,weight
2677,Unload2,1003943,Field2,Well2,2881.0,2893.0,2883.0,2895.0,11.98,2.76,3.0,УФ,2.76,3.34,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
354,Unload1,1000823,Field5,Well6,3179.0,3188.2,3178.5,3187.7,8.97,4.94,5.93,УФ,0.59,6.0,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1020,Unload2,1000627,Field3,Well8,906.6,908.6,904.9,906.9,1.03,0.0,0.65,УФ,0.0,1.03,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
1665,Unload2,1001917,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,7.55,7.9,УФ,7.55,9.27,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1,9.367713004484305
2462,Unload2,1003513,Field2,Well2,2747.0,2759.9,2751.0,2763.9,12.88,11.88,12.88,УФ,0.0,12.88,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1492,Unload2,1001571,Field1,Well3,2275.0,2284.0,2277.1,2286.1,8.79,7.89,8.79,УФ,1.98,8.79,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1287,Unload2,1001161,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,13.99,14.38,УФ,13.81,14.38,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
118,Unload1,1000351,Field5,Well6,3030.0,3038.25,3032.0,3040.25,8.24,4.99,5.28,УФ,4.6,5.28,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1407,Unload2,1001401,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.96,0.98,УФ,0.96,1.34,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
2035,Unload2,1002659,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,12.02,12.86,УФ,11.51,12.86,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
1774,Unload2,1002135,Field1,Well3,2746.0,2758.0,2751.1,2763.1,11.95,3.0,4.0,УФ,0.0,4.66,кремнистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
87,Unload1,1000175,Field6,Well11,2176.06,2191.02,2177.56,2192.52,14.96,4.43,4.62,УФ,4.43,4.62,песчаник,среднекарбонатный,не разрушен,пятнисто нефтенасыщенные,4,20.89
2728,Unload2,1004045,Field2,Well2,2912.0,2924.0,2914.0,2926.0,11.51,6.22,6.54,УФ,6.22,6.83,кремнистая порода,не карбонатный,частично разрушен,продукт,3,20.89
692,Unload1,1001641,Field3,Well9,853.0,858.0,853.7,858.7,4.87,3.9,4.5,УФ,3.9,4.5,песчаник,слабокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
1048,Unload2,1000683,Field3,Well8,917.6,924.2,915.9,922.5,6.36,1.58,2.05,УФ,1.58,2.05,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
133,Unload1,1000381,Field5,Well6,3038.25,3047.45,3040.25,3049.45,8.81,3.9,4.9,УФ,0.0,8.81,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2101,Unload2,1002791,Field1,Well1,2638.0,2656.0,2641.2,2659.2,17.79,3.99,4.99,УФ,2.51,10.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
3009,Unload2,1004609,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,6.0,7.0,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
922,Unload2,1000431,Field4,Well4,2915.0,2924.0,2917.5,2926.5,8.99,0.0,0.99,УФ,0.0,7.09,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2040,Unload2,1002669,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,14.21,14.98,УФ,14.21,14.98,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4,20.89
316,Unload1,1000747,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,15.68,15.88,УФ,15.68,15.96,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
394,Unload1,1000923,Field7,Well13,2653.0,2662.0,0.0,0.0,8.67,8.0,8.67,УФ,7.04,8.67,алевролит,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2274,Unload2,1003137,Field1,Well1,2914.0,2926.0,2916.6,2928.6,11.91,1.56,1.94,УФ,1.56,2.04,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1278,Unload2,1001143,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,9.99,10.35,УФ,6.59,10.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
438,Unload1,1001019,Field7,Well13,2757.0,2766.0,0.0,0.0,9.0,3.0,4.0,УФ,0.0,4.44,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
509,Unload1,1001275,Field3,Well12,3231.5,3242.5,3233.0,3244.0,10.96,7.96,8.96,УФ,0.0,9.67,"пересл. песчаника, алевролита и глин",среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1763,Unload2,1002113,Field1,Well3,2734.0,2746.0,2738.5,2750.5,11.92,4.99,5.98,УФ,2.69,6.15,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2605,Unload2,1003799,Field2,Well2,2822.3,2839.3,2826.3,2843.3,17.0,5.22,6.22,УФ,2.55,8.07,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2359,Unload2,1003307,Field1,Well1,3062.0,3074.0,3065.8,3077.8,11.95,8.19,8.42,УФ,8.19,8.42,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1416,Unload2,1001419,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,6.95,7.39,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1783,Unload2,1002153,Field1,Well3,2746.0,2758.0,2751.1,2763.1,11.95,9.31,9.72,УФ,9.31,9.72,кремнисто-карбонатная порода,среднекарбонатный,не разрушен,битуминозный,2,19.70754716981132
284,Unload1,1000683,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,16.78,17.38,УФ,16.12,17.38,песчаник,с примесью,не разрушен,не опред.,0,1.3698360655737705
504,Unload1,1001265,Field3,Well12,3231.5,3242.5,3233.0,3244.0,10.96,3.0,3.99,УФ,0.0,9.67,"пересл. песчаника, алевролита и глин",среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1365,Unload2,1001317,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,4.58,4.98,УФ,4.58,5.32,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1,9.367713004484305
716,Unload2,1000019,Field4,Well4,2683.0,2692.0,2682.5,2691.5,8.98,6.98,7.98,УФ,3.11,8.98,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1483,Unload2,1001553,Field1,Well7,2802.0,2814.0,2803.2,2815.2,11.42,10.55,11.42,УФ,10.55,11.42,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1781,Unload2,1002149,Field1,Well3,2746.0,2758.0,2751.1,2763.1,11.95,7.99,8.99,УФ,5.74,9.31,кремнистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
1298,Unload2,1001183,Field1,Well7,2280.0,2289.0,2292.8,2301.8,8.89,4.95,5.94,УФ,2.98,8.89,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2043,Unload2,1002675,Field1,Well1,2555.0,2573.0,2555.9,2573.9,18.0,16.01,16.44,УФ,14.98,16.44,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2368,Unload2,1003325,Field1,Well1,3074.0,3086.0,3077.8,3089.8,7.99,1.61,1.99,УФ,1.61,2.43,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2234,Unload2,1003057,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,4.86,4.98,УФ,4.86,5.56,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1092,Unload2,1000771,Field3,Well8,942.2,951.2,940.5,949.5,9.0,0.0,0.59,УФ,0.0,0.95,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3,20.89
123,Unload1,1000361,Field5,Well6,3030.0,3038.25,3032.0,3040.25,8.24,6.51,6.79,УФ,6.51,6.79,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1058,Unload2,1000703,Field3,Well8,924.2,933.2,922.5,931.5,9.0,1.01,1.93,УФ,0.89,2.84,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,продукт,3,20.89
1505,Unload2,1001597,Field1,Well3,2293.0,2310.0,2295.1,2312.1,17.0,0.99,1.99,УФ,0.0,2.52,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
290,Unload1,1000695,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,1.19,1.78,УФ,1.19,1.78,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3186,Unload2,1004965,Field2,Well10,2960.0,2977.0,2941.7,2958.7,16.96,12.67,12.98,УФ,12.67,13.89,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2505,Unload2,1003599,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,8.24,8.68,УФ,8.24,8.68,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1002,Unload2,1000591,Field3,Well8,888.6,897.6,886.9,895.9,8.93,5.47,5.9,УФ,5.47,5.96,глина аргиллитоподобная,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2914,Unload2,1004419,Field2,Well5,2865.0,2877.0,2863.0,2875.0,12.0,11.0,12.0,УФ,3.0,12.0,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
1534,Unload2,1001655,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,0.98,1.96,УФ,0.98,2.01,песчаник,среднекарбонатный,частично разрушен,не опред.,0,1.3698360655737705
1801,Unload2,1002189,Field1,Well3,2820.0,2826.0,2822.9,2828.9,5.99,5.37,5.77,УФ,5.37,5.77,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
161,Unload1,1000437,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,6.94,7.19,УФ,6.94,7.19,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
313,Unload1,1000741,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,13.54,13.9,УФ,13.54,15.68,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2068,Unload2,1002725,Field1,Well1,2573.0,2591.0,2575.4,2593.4,18.0,15.13,15.43,УФ,15.13,15.43,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
3069,Unload2,1004729,Field2,Well5,2976.0,2992.0,2976.0,2992.0,16.0,12.7,13.01,УФ,12.7,13.25,алевролит сильноглинистый,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2915,Unload2,1004421,Field2,Well5,2890.0,2902.0,2887.7,2899.7,11.97,0.0,0.36,УФ,0.0,0.36,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2403,Unload2,1003395,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,0.99,2.0,УФ,0.26,2.31,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1541,Unload2,1001669,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,3.94,4.93,УФ,3.13,8.49,песчаник,пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
595,Unload1,1001447,Field3,Well9,798.0,805.0,798.7,805.7,6.9,2.41,2.99,УФ,2.41,3.75,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
2227,Unload2,1003043,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,1.13,1.4,УФ,1.13,1.4,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2754,Unload2,1004097,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,0.0,0.29,УФ,0.0,0.29,песчаник,не карбонатный,частично разрушен,продукт,3,20.89
3037,Unload2,1004665,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,13.99,14.77,УФ,13.6,14.77,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1789,Unload2,1002165,Field1,Well3,2820.0,2826.0,2822.9,2828.9,5.99,1.0,1.15,УФ,0.85,1.15,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1338,Unload2,1001263,Field1,Well7,2375.0,2393.0,2387.1,2405.1,17.92,2.37,2.99,УФ,2.37,4.6,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
874,Unload2,1000335,Field4,Well4,2884.0,2898.0,2884.9,2898.9,13.89,1.97,2.97,УФ,0.48,3.86,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
