,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
283,Unload1,1000397,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,0.86,1.84,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
285,Unload1,1000399,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,1.84,2.83,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
287,Unload1,1000401,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,2.83,3.83,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
289,Unload1,1000403,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,3.83,4.82,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
291,Unload1,1000405,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,4.82,5.79,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
293,Unload1,1000407,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,5.79,6.8,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
295,Unload1,1000409,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,6.8,7.67,УФ,0.17,7.67,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
297,Unload1,1000411,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,7.67,7.78,УФ,7.67,8.56,песчаник,сильнокарбонатный,частично разрушен,не опред.,0
299,Unload1,1000413,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,7.78,8.56,УФ,7.67,8.56,песчаник,сильнокарбонатный,частично разрушен,не опред.,0
301,Unload1,1000415,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,8.56,8.75,УФ,8.56,9.11,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
303,Unload1,1000417,Field5,Well6,3047.45,3056.58,3049.45,3058.58,9.11,8.75,9.11,УФ,8.56,9.11,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
305,Unload1,1000419,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,0.0,0.98,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
307,Unload1,1000421,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,0.98,1.98,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
309,Unload1,1000423,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,1.98,2.98,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
311,Unload1,1000425,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,2.98,3.96,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
313,Unload1,1000427,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,3.96,4.95,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
315,Unload1,1000429,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,4.95,5.81,УФ,0.0,5.81,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
317,Unload1,1000431,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,5.81,5.94,УФ,5.81,6.78,алевролит,не карбонатный,не разрушен,не опред.,0
319,Unload1,1000433,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,5.94,6.78,УФ,5.81,6.78,алевролит,не карбонатный,не разрушен,не опред.,0
321,Unload1,1000435,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,6.78,6.94,УФ,6.78,6.94,песчаник,не карбонатный,частично разрушен,не опред.,0
323,Unload1,1000437,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,6.94,7.19,УФ,6.94,7.19,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
325,Unload1,1000439,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,7.19,7.53,УФ,7.19,7.53,песчаник,не карбонатный,не разрушен,не опред.,0
327,Unload1,1000441,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,7.53,7.93,УФ,7.53,8.94,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
329,Unload1,1000443,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,7.93,8.92,УФ,7.53,8.94,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
331,Unload1,1000445,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,8.92,8.94,УФ,7.53,8.94,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
333,Unload1,1000447,Field5,Well6,3056.58,3065.78,3058.58,3067.78,9.18,8.94,9.18,УФ,8.94,9.18,песчаник,не карбонатный,не разрушен,не опред.,0
335,Unload1,1000449,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,0.0,0.99,УФ,0.0,2.96,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
337,Unload1,1000451,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,0.99,1.97,УФ,0.0,2.96,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
339,Unload1,1000453,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,1.97,2.96,УФ,0.0,2.96,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
341,Unload1,1000455,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,2.96,3.95,УФ,2.96,3.98,песчаник,не карбонатный,не разрушен,не опред.,0
343,Unload1,1000457,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,3.95,3.98,УФ,2.96,3.98,песчаник,не карбонатный,не разрушен,не опред.,0
345,Unload1,1000459,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,3.98,4.47,УФ,3.98,4.47,алевролит,не карбонатный,не разрушен,не опред.,0
347,Unload1,1000461,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,4.47,4.94,УФ,4.47,5.05,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
349,Unload1,1000463,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,4.94,5.05,УФ,4.47,5.05,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
351,Unload1,1000465,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,5.05,5.76,УФ,5.05,5.76,песчаник,не карбонатный,не разрушен,не опред.,0
353,Unload1,1000467,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,5.76,5.91,УФ,5.76,7.29,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
355,Unload1,1000469,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,5.91,6.9,УФ,5.76,7.29,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
357,Unload1,1000471,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,6.9,7.29,УФ,5.76,7.29,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
359,Unload1,1000473,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,7.29,7.9,УФ,7.29,9.0,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
361,Unload1,1000475,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,7.9,8.9,УФ,7.29,9.0,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
363,Unload1,1000477,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,8.9,9.0,УФ,7.29,9.0,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
365,Unload1,1000479,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,0.0,0.86,УФ,0.0,0.86,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
367,Unload1,1000481,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,0.86,1.0,УФ,0.86,1.28,песчаник,не карбонатный,не разрушен,не опред.,0
369,Unload1,1000483,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,1.0,1.28,УФ,0.86,1.28,песчаник,не карбонатный,не разрушен,не опред.,0
371,Unload1,1000485,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,1.28,2.0,УФ,1.28,3.1,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
373,Unload1,1000487,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,2.0,2.99,УФ,1.28,3.1,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
375,Unload1,1000489,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,2.99,3.1,УФ,1.28,3.1,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
377,Unload1,1000491,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,3.1,3.99,УФ,3.1,5.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
379,Unload1,1000493,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,3.99,4.98,УФ,3.1,5.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
381,Unload1,1000495,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,4.98,5.35,УФ,3.1,5.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
383,Unload1,1000497,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,5.35,5.95,УФ,5.35,6.89,алевролит,не карбонатный,не разрушен,не опред.,0
385,Unload1,1000499,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,5.95,6.89,УФ,5.35,6.89,алевролит,не карбонатный,не разрушен,не опред.,0
387,Unload1,1000501,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,6.89,6.94,УФ,6.89,7.77,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
389,Unload1,1000503,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,6.94,7.77,УФ,6.89,7.77,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
391,Unload1,1000505,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,7.77,7.94,УФ,7.77,8.29,песчаник,сильнокарбонатный,не разрушен,не опред.,0
393,Unload1,1000507,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,7.94,8.29,УФ,7.77,8.29,песчаник,сильнокарбонатный,не разрушен,не опред.,0
395,Unload1,1000509,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,8.29,8.93,УФ,8.29,8.99,алевролит,не карбонатный,не разрушен,не опред.,0
397,Unload1,1000511,Field5,Well6,3074.88,3084.8,3076.88,3086.8,8.99,8.93,8.99,УФ,8.29,8.99,алевролит,не карбонатный,не разрушен,не опред.,0
399,Unload1,1000513,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,0.0,0.33,УФ,0.0,0.33,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
401,Unload1,1000515,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,0.33,1.0,УФ,0.33,1.03,песчаник,среднекарбонатный,не разрушен,не опред.,0
403,Unload1,1000517,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,1.0,1.03,УФ,0.33,1.03,песчаник,среднекарбонатный,не разрушен,не опред.,0
405,Unload1,1000519,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,1.03,1.36,УФ,1.03,1.36,песчаник,не карбонатный,не разрушен,не опред.,0
407,Unload1,1000521,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,1.36,1.58,УФ,1.36,1.58,песчаник,слабокарбонатный,не разрушен,не опред.,0
409,Unload1,1000523,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,1.58,1.97,УФ,1.58,3.59,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
411,Unload1,1000525,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,1.97,2.97,УФ,1.58,3.59,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
413,Unload1,1000527,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,2.97,3.59,УФ,1.58,3.59,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
415,Unload1,1000529,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,3.59,3.96,УФ,3.59,5.3,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
417,Unload1,1000531,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,3.96,4.93,УФ,3.59,5.3,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
419,Unload1,1000533,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,4.93,5.3,УФ,3.59,5.3,песчаник глинистый,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
421,Unload1,1000535,Field5,Well6,3097.0,3106.2,3096.5,3105.7,8.42,5.3,5.93,УФ,5.3,7.76,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
